,EVA #,Country,Crew,Vehicle,Date,Duration,Purpose ,was_moonshot,crew_0,crew_1,crew_2,spacewalk_duration_in_seconds,EVA_start_year,EVA_start_month,EVA_start_day,mission_type,orbit_periapsis,orbit_apoapsis,orbit_inclination,orbit_period,orbit_completed,duration_months,duration_days,duration_hours,duration_minutes,duration_seconds,total_duration_in_seconds
84,81.0,USA,Greg Harbaugh      Joe Tanner,STS-82,"Feb. 14, 1997",7:27,"HST servicing (remove/install FGS-1/FGS-1R, replace ESTR-2, install OCE enhancement kit)",False,Greg Harbaugh,Joe Tanner,NaN,26820,1997,2,14,STS,295.15131525,356.66706306,28.4698,95.2,149.0,0.0,9.0,23.0,38.0,9.0,862689.0
85,82.0,USA,Mark Lee               Steve Smith,STS-82,"Feb. 15, 1997",7:11,"HST servicing (remove/install DUI-2/DIU-2R, ESTR-1/SSR, replace RWA)",False,Mark Lee,Steve Smith,NaN,25860,1997,2,15,STS,295.15131525,356.66706306,28.4698,95.2,149.0,0.0,9.0,23.0,38.0,9.0,862689.0
86,83.0,USA,Greg Harbaugh      Joe Tanner,STS-82,"Feb. 16, 1997",6:34,"HST servicing (replace SADE, install MSS cover, retrieve degraded MLI sample, install MLI patches)",False,Greg Harbaugh,Joe Tanner,NaN,23640,1997,2,16,STS,295.15131525,356.66706306,28.4698,95.2,149.0,0.0,9.0,23.0,38.0,9.0,862689.0
87,84.0,USA,Mark Lee               Steve Smith,STS-82,"Feb. 17, 1997",5:17,HST servicing (unscheduled EVA to add protective covers over degrading aluminized insulation),False,Mark Lee,Steve Smith,NaN,19020,1997,2,17,STS,295.15131525,356.66706306,28.4698,95.2,149.0,0.0,9.0,23.0,38.0,9.0,862689.0
88,85.0,USA,Scott Parazynski       Vladimir Titov,STS-86,"Oct. 1, 1997",5:01,Retrieve 4 MEEP materials experiments on Mir docking module.  Test US/Russian tethers and PFR.  US safety tether would not retract.  Deploy Spektr solar array base sealing cap on docking module. ,False,Scott Parazynski,Vladimir Titov,NaN,18060,1997,10,1,STS,219.96540126,236.74242339,51.6,91.9,170.0,0.0,10.0,19.0,22.0,12.0,933732.0
89,86.0,USA,Winston Scott      Takao Doi,STS-87,11/24/1997,7:43,Manual capture and berthing (with RMS aid) of Spartan.  Test of ISS crane with large battery/carrier.  Test of ISS power tool and torque multiplier,False,Winston Scott,Takao Doi,NaN,27780,1997,11,24,STS,169.63433487,173.36256200999998,28.45,90.0,0.0,0.0,15.0,16.0,35.0,1.0,1355701.0
90,87.0,USA,Winston Scott      Takao Doi,STS-87,12/3/1997,4:59,Test of ISS crane with small ORUÂs.  Deploy and capture of SPRINT/AERCAM robotic freeflyer,False,Winston Scott,Takao Doi,NaN,17940,1997,12,3,STS,169.63433487,173.36256200999998,28.45,90.0,0.0,0.0,15.0,16.0,35.0,1.0,1355701.0
91,88.0,USA,Jerry Ross              Jim Newman,STS-88,12/7/1998,7:21,Connect PMA1-FGB power cables and PMA1/2-Node1 APAS cables,False,Jerry Ross,Jim Newman,NaN,26460,1998,12,7,STS,241.0,249.0,51.6,92.4,185.0,0.0,11.0,19.0,18.0,47.0,1019927.0
92,89.0,USA,Jerry Ross              Jim Newman,STS-88,12/9/1998,7:02,Install 2 early comm antennas and cables,False,Jerry Ross,Jim Newman,NaN,25320,1998,12,9,STS,241.0,249.0,51.6,92.4,185.0,0.0,11.0,19.0,18.0,47.0,1019927.0
93,90.0,USA,Jerry Ross              Jim Newman,STS-88,12/12/1998,6:59,"Deploy 2 US foot restraints and a tool stanchion.  Aid release of 2 FGB Toru antennas, install FGB aft handrail and reinstall FGB Komplast panel.  SAFER self rescue demo (DTO 689)",False,Jerry Ross,Jim Newman,NaN,25140,1998,12,12,STS,241.0,249.0,51.6,92.4,185.0,0.0,11.0,19.0,18.0,47.0,1019927.0
94,91.0,USA,Tammy Jernigan     Dan Barry,STS-96,5/29/1999,7:55,"Transfer and externally install US and Russian cargo cranes, 2 common foot restraints, 3 EVA tool bags.  Lost retractable equip tether",False,Tammy Jernigan,Dan Barry,NaN,28500,1999,5,29,STS,202.56700794,211.26620459999998,51.6,91.2,0.0,0.0,9.0,19.0,13.0,57.0,846837.0
95,92.0,USA,Steve Smith           John Grunsfeld,STS-103,12/22/1999,8:15,HST servicing (RSU gyros and volt/temp improvement kits for batteries),False,Steve Smith,John Grunsfeld,NaN,29700,1999,12,22,STS,349.83197996999996,378.41505471,28.45,96.4,0.0,0.0,7.0,23.0,11.0,0.0,688260.0
96,93.0,USA,Mike Foale         Claude Nicollier,STS-103,12/23/1999,8:10,HST servicing (486 computer and fine guidance sensor),False,Mike Foale,Claude Nicollier,NaN,29400,1999,12,23,STS,349.83197996999996,378.41505471,28.45,96.4,0.0,0.0,7.0,23.0,11.0,0.0,688260.0
97,94.0,USA,Steve Smith           John Grunsfeld,STS-103,12/24/1999,8:08,HST servicing (transmitter and solid state recorder),False,Steve Smith,John Grunsfeld,NaN,29280,1999,12,24,STS,349.83197996999996,378.41505471,28.45,96.4,0.0,0.0,7.0,23.0,11.0,0.0,688260.0
98,95.0,USA,Jeff Williams            Jim Voss,STS-101,5/21/2000,6:44,Resecure and reorient U.S. crane.  Assemble complete Russian crane and transfer from PMA 2 to PMA 1.  Replace stbd ECOM antenna.  Install 8 handrails on Node 1 (APAS cable blocked one nominal site).  Cables cleared from Node 1 SVS targets. Lost PAD,False,Jeff Williams,Jim Voss,NaN,24240,2000,5,21,STS,198.21740960999998,206.29523508,51.5,91.04,155.0,0.0,9.0,21.0,10.0,10.0,853810.0
99,96.0,USA,Edward Lu              Yuri Malenchecko,STS-106,9/11/2000,6:14,"SM docking target deployment completed manually.  Attitude control magnetometer and nearby translation aid gap spanner installed.  SM-FGB cables routed, secured and connected (EPS, TV-C&DH and Orlan comm).   Photos captured of partially deployed SM solar array section to aid future resolution.  ",False,Edward Lu,Yuri Malenchecko,NaN,22440,2000,9,11,STS,233.01419625,239.84927933999998,51.6,92.2,185.0,0.0,11.0,19.0,12.0,15.0,1019535.0
100,97.0,USA,Leroy Chiao               Bill McArthur,STS-92,10/15/2000,6:28,Z1 SASA antenna deployed.  DDCU thermal shrouds removed/stowed. One tool box relocated from PLB to Z1.  Z1-Node1 cables mated.  SGANT antenna dish and boom deployed.,False,Leroy Chiao,Bill McArthur,NaN,23280,2000,10,15,STS,239.84927933999998,244.82024886,51.6,92.3,0.0,0.0,12.0,21.0,43.0,47.0,1115027.0
101,98.0,USA,Jeff Wisoff                Mike Lopez-Alegria,STS-92,10/16/2000,7:07,PMA3 released from PLB.  PMA3-Node1 cables mated.  ,False,Jeff Wisoff,Mike Lopez-Alegria,NaN,25620,2000,10,16,STS,239.84927933999998,244.82024886,51.6,92.3,0.0,0.0,12.0,21.0,43.0,47.0,1115027.0
102,99.0,USA,Leroy Chiao               Bill McArthur,STS-92,10/17/2000,6:48,Z1 DDCU-HP (2) transferred from PLB to Z1.  Z1 keel relocated.  Z1-P6 launch locks released.  PMA2-Z1 cables reconfigured.  2nd tool box relocated from PLB to Z1.  Airlock depress valve cover lost,False,Leroy Chiao,Bill McArthur,NaN,24480,2000,10,17,STS,239.84927933999998,244.82024886,51.6,92.3,0.0,0.0,12.0,21.0,43.0,47.0,1115027.0
103,100.0,USA,Jeff Wisoff              Mike Lopez-Alegria,STS-92,10/18/2000,6:56,Z1 FRGF stowed and utility tray deployed.  Tethered demo of self rescue SAFER hardware (DTO 689).,False,Jeff Wisoff,Mike Lopez-Alegria,NaN,24960,2000,10,18,STS,239.84927933999998,244.82024886,51.6,92.3,0.0,0.0,12.0,21.0,43.0,47.0,1115027.0
104,101.0,USA,Joe Tanner         Carlos Noriega,STS-97,12/3/2000,7:33,Assisted P6-Z1 mechanical mating.  Mated 9 Z1-P6 electrical power cables. Released 2 sets of solar array blanket boxes and gimbal linkages.  Used tensioning devices to secure 3 of 4 gimbal linkage bolts.  Released PV radiator launch restraints and thermal sensors.,False,Joe Tanner,Carlos Noriega,NaN,27180,2000,12,3,STS,218.72265887999998,226.80048434999998,51.6,91.7,0.0,0.0,10.0,19.0,58.0,20.0,935900.0
105,102.0,USA,Joe Tanner         Carlos Noriega,STS-97,12/5/2000,6:37,Removed/stowed Z1's ACBSP and DDCU-HP thermal shrouds.  Relocated SASA antenna from Z1 to IEA.  Inspected tensioning mechanism of incompletely deployed solar array.  Rerouted Z1 patch panel cables.  Mated 4 Z1-P6 ammonia lines.  Disconnected PMA2 cables from Node1.  Stowed EPS cable bag on P6.  Released P6 aft radiator launch restraints and thermal sensors.  Installed FGB-PMA1 jumper cables.  Stowed Z1 WIS antenna #1.,False,Joe Tanner,Carlos Noriega,NaN,23820,2000,12,5,STS,218.72265887999998,226.80048434999998,51.6,91.7,0.0,0.0,10.0,19.0,58.0,20.0,935900.0
106,103.0,USA,Joe Tanner         Carlos Noriega,STS-97,12/7/2000,5:10,Reseated solar array tensioning cable to allow full deployment.  Installed FPP antennas on IEA and Node1. Installed Node1 centerline camera cable.  Released P6 stbd radiator launch restraints and thermal sensors.  Stowed P6 and Z1 WIS antennas.,False,Joe Tanner,Carlos Noriega,NaN,18600,2000,12,7,STS,218.72265887999998,226.80048434999998,51.6,91.7,0.0,0.0,10.0,19.0,58.0,20.0,935900.0
107,104.0,USA,Tom Jones             Bob Curbeam,STS-98,2/10/2001,7:34,Disconnect lab-Shuttle LTA heater cable.  Remove and stow lab module CBM cover.  Connect 4 ammonia lines and elec cables btw lab and Z1.   M3 QD leaked NH3 on crew to force bakeout cleanup,False,Tom Jones,Bob Curbeam,NaN,27240,2001,2,10,STS,226.80048434999998,234.87830982,51.6,92.0,171.0,0.0,12.0,21.0,21.0,0.0,1113660.0
108,105.0,USA,Tom Jones             Bob Curbeam,STS-98,2/12/2001,6:50,"Connect lab-PMA2 APAS cables.  Install lab vent valve, trunnion pin covers, handrails, PDGF, VSC and window cover.  Wrong bolt heads on vent cover",False,Tom Jones,Bob Curbeam,NaN,24600,2001,2,12,STS,226.80048434999998,234.87830982,51.6,92.0,171.0,0.0,12.0,21.0,21.0,0.0,1113660.0
109,106.0,USA,Tom Jones             Bob Curbeam,STS-98,2/14/2001,5:25,Spare SASA antenna installed on Z1.  Demo of incapacitated crew rescue.,False,Tom Jones,Bob Curbeam,NaN,19500,2001,2,14,STS,226.80048434999998,234.87830982,51.6,92.0,171.0,0.0,12.0,21.0,21.0,0.0,1113660.0
110,107.0,USA,Jim Voss                 Susan Helms,STS-102,3/10/2001,8:56,Disconnected PMA3 from Node1 electrical cables.  Installed cradle on lab in prep for SSRMS and S0 truss.  Installed rigid umbilical.  Last 2 hours spent in airlock waiting on RMS install of MPLM.  PAD lost,False,Jim Voss,Susan Helms,NaN,32160,2001,3,10,STS,229.9073403,236.74242339,51.5,92.1,0.0,0.0,12.0,19.0,51.0,57.0,1108317.0
111,108.0,USA,Paul Richards       Andy Thomas,STS-102,3/12/2001,6:21,"Removed and stowed port early comm antenna.  Installed the external stowage platform on a lab trunnion.  Transfered a pump flow control system ORU ready for future replacement.  Inspected P6 solar array 4 bar linkage, FPP, NPV and connector J612",False,Paul Richards,Andy Thomas,NaN,22860,2001,3,12,STS,229.9073403,236.74242339,51.5,92.1,0.0,0.0,12.0,19.0,51.0,57.0,1108317.0
112,109.0,USA,Scott Parazynski       Chris Hadfield,STS-100,4/22/2001,7:10,"Transfered and installed UHF antenna on lab.  Released SSRMS launch restraints, unfold booms and secure joints.  Connected cables from lab to SSRMS pallet for initial robot arm ops",False,Scott Parazynski,Chris Hadfield,NaN,25800,2001,4,22,STS,205.67386388999998,233.01419625,51.5,91.59,0.0,0.0,11.0,21.0,31.0,14.0,1027874.0
113,110.0,USA,Scott Parazynski       Chris Hadfield,STS-100,4/24/2001,7:40,Connected 8 cables for lab based SSRMS ops.  Demated cables btw lab and SSRMS pallet.  Removed and stowed stbd early comm antenna.  1.5 hours spent in fruitless search for early comm conn parts under CBM cover.  Transfered spare DCSU to lab stowage pallet,False,Scott Parazynski,Chris Hadfield,NaN,27600,2001,4,24,STS,205.67386388999998,233.01419625,51.5,91.59,0.0,0.0,11.0,21.0,31.0,14.0,1027874.0
114,111.0,USA,Mike Gernhardt          Jim Reilly,STS-104,7/14/2001,5:59,Shuttle based EVA.  Airlock-Node1 CBM cover removed.  LTA heater cable demated.  Waited on umbilicals for airlock transfer and install by SSRMS. Connected airlock heater cable. ,False,Mike Gernhardt,Jim Reilly,NaN,21540,2001,7,14,STS,231.15008268,242.33476409999997,51.6,92.2,200.0,0.0,12.0,18.0,36.0,39.0,1103799.0
115,112.0,USA,Mike Gernhardt          Jim Reilly,STS-104,7/17/2001,6:29,Shuttle based EVA.  3 of 4 high pressure gas tanks installed on airlock,False,Mike Gernhardt,Jim Reilly,NaN,23340,2001,7,17,STS,231.15008268,242.33476409999997,51.6,92.2,200.0,0.0,12.0,18.0,36.0,39.0,1103799.0
116,113.0,USA,Mike Gernhardt          Jim Reilly,STS-104,7/20/2001,4:02,First EVA based from ISS joint airlock.  4th high pressure gas tank installed.  Installed thermal cover over airlock FRGF and several airlock handrails.  Mated FGB-airlock cable for Russian suit comm.  Inspected BMRRM and FPP on top of P6.,False,Mike Gernhardt,Jim Reilly,NaN,14520,2001,7,20,STS,231.15008268,242.33476409999997,51.6,92.2,200.0,0.0,12.0,18.0,36.0,39.0,1103799.0
117,114.0,USA,Dan Barry             Patrick Forrester,STS-105,8/16/2001,6:16,Shuttle based EVA.  Installed early ammonia servicer on P6 truss and mated its cables.  Attached 2 MISSE materials experiments to airlock exterior. ,False,Dan Barry,Patrick Forrester,NaN,22560,2001,8,16,STS,231.77145387,249.79121837999998,51.6,92.3,0.0,0.0,11.0,21.0,13.0,52.0,1026832.0
118,115.0,USA,Dan Barry             Patrick Forrester,STS-105,8/18/2001,5:29,Shuttle based EVA.  Installed 10 handrails on Lab.  Attached LTA heater cables on lab for later use with S0.,False,Dan Barry,Patrick Forrester,NaN,19740,2001,8,18,STS,231.77145387,249.79121837999998,51.6,92.3,0.0,0.0,11.0,21.0,13.0,52.0,1026832.0
119,116.0,USA,Linda Godwin         Dan Tani,STS-108,12/10/2001,4:12,Shuttle based EVA.  Installed 2 beta gimbal assy (BGA) thermal blankets.  Retrieved SASA shroud.  Inspected DCSU.  Failed attempt to lock 4th leg of BGA four bar assembly.,False,Linda Godwin,Dan Tani,NaN,15120,2001,12,10,STS,219.34403006999997,234.25693862999998,51.6,92.0,0.0,0.0,11.0,19.0,36.0,45.0,1021005.0
120,117.0,USA,Carl Walz                 Dan Bursch,Expedition 4,2/20/2002,5:49,"First use of the Quest airlock without Shuttle docked.  8A preps included tool retrieval/relocation, DDCU checkout, Z1 Shroud removal, Grapple Fixture Adapter removal, securing HPGT latches, photos of MISSE & MMOD hits.  ",False,Carl Walz,Dan Bursch,NaN,20940,2002,2,20,Incr,249.2,253.5,51.64,92.65,3068.0,0.0,195.0,11.0,38.0,13.0,16889893.0
121,117.0,USA,Carl Walz                 Dan Bursch,Expedition 4,2/20/2002,5:49,"First use of the Quest airlock without Shuttle docked.  8A preps included tool retrieval/relocation, DDCU checkout, Z1 Shroud removal, Grapple Fixture Adapter removal, securing HPGT latches, photos of MISSE & MMOD hits.  ",False,Carl Walz,Dan Bursch,NaN,20940,2002,2,20,Incr,249.2,253.5,51.64,92.65,3068.0,0.0,195.0,11.0,38.0,13.0,16889893.0
122,336.0,Russia,Yri Onufrienko            Carl Walz,Expedition 4,1/14/2002,6:03,Relocated a cargo boom for the Russian Strela crane from PMA-1 to Pirs DC-1.  Installed amateur radio antenna WA3 and cables onto the aft of SM.  Jettisoned gloves and wiping towels?,False,Yri Onufrienko,Carl Walz,NaN,21780,2002,1,14,ISS,249.2,253.5,51.64,92.65,3068.0,0.0,195.0,11.0,38.0,13.0,16889893.0
123,336.0,Russia,Yri Onufrienko            Carl Walz,Expedition 4,1/14/2002,6:03,Relocated a cargo boom for the Russian Strela crane from PMA-1 to Pirs DC-1.  Installed amateur radio antenna WA3 and cables onto the aft of SM.  Jettisoned gloves and wiping towels?,False,Yri Onufrienko,Carl Walz,NaN,21780,2002,1,14,ISS,249.2,253.5,51.64,92.65,3068.0,0.0,195.0,11.0,38.0,13.0,16889893.0
124,337.0,Russia,Yuri Onufrienko              Dan Bursch,Expedition 4,1/25/2002,5:59,Installed 6 thruster deflector shields on SM.  Installed an amateur radio antenna (WA4) and retrieved/ replaced Kromka device to measure thruster deposits.  Installed 1 Platan-M radiation experiment and 3 SKK materials experiments.,False,Yuri Onufrienko,Dan Bursch,NaN,21540,2002,1,25,ISS,249.2,253.5,51.64,92.65,3068.0,0.0,195.0,11.0,38.0,13.0,16889893.0
125,337.0,Russia,Yuri Onufrienko              Dan Bursch,Expedition 4,1/25/2002,5:59,Installed 6 thruster deflector shields on SM.  Installed an amateur radio antenna (WA4) and retrieved/ replaced Kromka device to measure thruster deposits.  Installed 1 Platan-M radiation experiment and 3 SKK materials experiments.,False,Yuri Onufrienko,Dan Bursch,NaN,21540,2002,1,25,ISS,249.2,253.5,51.64,92.65,3068.0,0.0,195.0,11.0,38.0,13.0,16889893.0
126,118.0,USA,John Grunsfeld      Rick Linnehan,STS-109,3/4/2002,7:01,HST servicing.  Replaced 1 of 2 solar arrays and its diode box. ,False,John Grunsfeld,Rick Linnehan,NaN,25260,2002,3,4,STS,301.98639834,359.15254782,28.5,95.3,165.0,0.0,10.0,22.0,11.0,9.0,943869.0
127,119.0,USA,Jim Newman             Mike Massimino,STS-109,3/5/2002,7:16,HST servicing.  Replaced 2nd solar array and its diode box.   Replaced gyro reaction wheel assy #1.,False,Jim Newman,Mike Massimino,NaN,26160,2002,3,5,STS,301.98639834,359.15254782,28.5,95.3,165.0,0.0,10.0,22.0,11.0,9.0,943869.0
128,120.0,USA,John Grunsfeld      Rick Linnehan,STS-109,3/6/2002,6:48,HST servicing.  Replaced power control unit (PCU).  HST handrails inspected.,False,John Grunsfeld,Rick Linnehan,NaN,24480,2002,3,6,STS,301.98639834,359.15254782,28.5,95.3,165.0,0.0,10.0,22.0,11.0,9.0,943869.0
129,121.0,USA,Jim Newman             Mike Massimino,STS-109,3/7/2002,7:30,HST servicing.  Replaced faint object camera (FOC) with advanced camera.  Installed electronics support module in aft shroud.  Completed PCU cleanup.,False,Jim Newman,Mike Massimino,NaN,27000,2002,3,7,STS,301.98639834,359.15254782,28.5,95.3,165.0,0.0,10.0,22.0,11.0,9.0,943869.0
130,122.0,USA,John Grunsfeld      Rick Linnehan,STS-109,3/8/2002,7:20,HST servicing.  Installed NICMOS cryo cooler and radiator.   Installed new outer thermal blankets.  ,False,John Grunsfeld,Rick Linnehan,NaN,26400,2002,3,8,STS,301.98639834,359.15254782,28.5,95.3,165.0,0.0,10.0,22.0,11.0,9.0,943869.0
131,123.0,USA,Steve Smith            Rex Walheim,STS-110,4/11/2002,7:48,ISS based EVA.  Lab-SO cables connected.  Aft tray req'd 2 crew to deploy.   Lab-S0 fwd struts installed.  ,False,Steve Smith,Rex Walheim,NaN,28080,2002,4,11,STS,96.31253445,139.80851775,51.6,88.3,171.0,0.0,10.0,19.0,43.0,38.0,935018.0
132,124.0,USA,Jerry Ross               Lee Morin ,STS-110,4/13/2002,7:30,ISS based EVA.  Lab-SO cables connected.  Lab-S0 aft struts installed.  ,False,Jerry Ross,Lee Morin,NaN,27000,2002,4,13,STS,96.31253445,139.80851775,51.6,88.3,171.0,0.0,10.0,19.0,43.0,38.0,935018.0
133,125.0,USA,Steve Smith            Rex Walheim,STS-110,4/14/2002,6:27,ISS based EVA.  Released Lab-S0 adapter latch.  Connected MT cables.  Released MT launch restraints.  Removed MT radiator cover.  TUS 2 safing bolt problem.          ,False,Steve Smith,Rex Walheim,NaN,23220,2002,4,14,STS,96.31253445,139.80851775,51.6,88.3,171.0,0.0,10.0,19.0,43.0,38.0,935018.0
134,126.0,USA,Jerry Ross               Lee Morin ,STS-110,4/16/2002,6:37,ISS based EVA.  Installed S0-airlock handrail spur.  Installed handrails and 2 CETA lights on S0.  Deployed CETA energy absorbers.  Removed/stowed S0 keel and drag link.  J400 reconfigured.  CID 7/8 installed.  Failed Trace Gas Analyzer DTO.  ,False,Jerry Ross,Lee Morin,NaN,23820,2002,4,16,STS,96.31253445,139.80851775,51.6,88.3,171.0,0.0,10.0,19.0,43.0,38.0,935018.0
135,127.0,USA,F. Chang-Diaz       Philippe Perrin ,STS-111,6/9/2002,7:14,ISS based EVA.  PDGF installed on P6.  SM MMOD panels stowed on PMA1.  MBS blankets removed as prep for MBS install onto MT.  ,False,F. Chang-Diaz,Philippe Perrin,NaN,26040,2002,6,9,STS,216.85854530999998,240.47065052999997,51.6,91.9,0.0,0.0,13.0,20.0,35.0,56.0,1197356.0
136,128.0,USA,F. Chang-Diaz       Philippe Perrin ,STS-111,6/11/2002,5:00,ISS based EVA.  MT-MBS cables connected and MT-MBS bolts mated.  POA deployed.  Zenith TUS safing bolt.  MBS camera relocated.  ,False,F. Chang-Diaz,Philippe Perrin,NaN,18000,2002,6,11,STS,216.85854530999998,240.47065052999997,51.6,91.9,0.0,0.0,13.0,20.0,35.0,56.0,1197356.0
137,129.0,USA,F. Chang-Diaz       Philippe Perrin ,STS-111,6/13/2002,7:16,ISS based EVA.  SSRMS wrist joint replaced.  Failed joint stowed on Shuttle. ,False,F. Chang-Diaz,Philippe Perrin,NaN,26160,2002,6,13,STS,216.85854530999998,240.47065052999997,51.6,91.9,0.0,0.0,13.0,20.0,35.0,56.0,1197356.0
138,130.0,USA,Dave Wolf            Piers Sellers,STS-112,10/10/2002,7:01,ISS based EVA.  S1-S0 cables and fluid lines connected.  S-band antenna deployed.  S1 radiator restraints released.  CETA cart launch locks released.  S1 camera installed.,False,Dave Wolf,Piers Sellers,NaN,25260,2002,10,10,STS,169.63433487,251.65533194999998,51.6,91.2,170.0,0.0,10.0,19.0,58.0,44.0,935924.0
139,131.0,USA,Dave Wolf            Piers Sellers,STS-112,10/12/2002,6:04,ISS based EVA.  Lab camera installed.  S1 radiator restraints released.  S1-S0 cables and fluid lines connected.   SPD installed at Z1-P6.  CETA cart launch locks released.  NH3 tank cables attached.  ,False,Dave Wolf,Piers Sellers,NaN,21840,2002,10,12,STS,169.63433487,251.65533194999998,51.6,91.2,170.0,0.0,10.0,19.0,58.0,44.0,935924.0
140,132.0,USA,Dave Wolf            Piers Sellers,STS-112,10/14/2002,6:36,ISS based EVA.  MT IUA replaced.  S0-S1 NH3 jumpers connected.  S1-S0 cables and fluid lines connected.   S1 drag link stowed.  SPD's installed on NH3 lines. ,False,Dave Wolf,Piers Sellers,NaN,23760,2002,10,14,STS,169.63433487,251.65533194999998,51.6,91.2,170.0,0.0,10.0,19.0,58.0,44.0,935924.0
141,133.0,USA,Mike Lopez-Alegria    John Herrington,STS-113,11/26/2002,6:45,ISS based EVA.  P1-S0 cables connected.  CETA cart launch locks released.  P1 drag link stowed.   Spool positioning devices (SPD) installed.  Wireless external transceiver assy (WETA) installed on Node 1 for EVA helmet video. ,False,Mike Lopez-Alegria,John Herrington,NaN,24300,2002,11,26,STS,235.49968101,246.68436243,51.6,92.3,0.0,0.0,13.0,18.0,48.0,38.0,1190918.0
142,134.0,USA,Mike Lopez-Alegria    John Herrington,STS-113,11/28/2002,6:10,ISS based EVA.  P1-S0 fluid lines connected.  P1 keels stowed.  Wireless external transceiver assy (WETA) installed on P1.  CETA cart relocated from P1 to S1. ,False,Mike Lopez-Alegria,John Herrington,NaN,22200,2002,11,28,STS,235.49968101,246.68436243,51.6,92.3,0.0,0.0,13.0,18.0,48.0,38.0,1190918.0
143,135.0,USA,Mike Lopez-Alegria    John Herrington,STS-113,11/30/2002,7:00,ISS based EVA.  SPD's installed.  MBSU cables reconfigured.  NH3 tank lines attached.  UHF antenna deployed (MT ran into stowed UHF antenna resulting in early deploy).  SO DDCU cover installed.,False,Mike Lopez-Alegria,John Herrington,NaN,25200,2002,11,30,STS,235.49968101,246.68436243,51.6,92.3,0.0,0.0,13.0,18.0,48.0,38.0,1190918.0
144,136.0,USA,Ken Bowersox       Don Pettit,Expedition 6,1/15/2003,6:51,ISS based EVA.  Removed debris from Node nadir CBM.  Released P1 truss radiator launch locks (10) to allow deploy.  Failed to install CETA light on S1 (jammed in launch bracket).  Measured the Early Ammonia Servicer (EAS) reservoir.  Retrieved tools from Z1 and airlock tool boxes for future.  Cut away thermal cover strap that delayed EVA by interferring with airlock hatch.,False,Ken Bowersox,Don Pettit,NaN,24660,2003,1,15,Incr,249.2,253.5,51.64,92.65,2536.0,0.0,161.0,1.0,14.0,38.0,13914878.0
145,137.0,USA,Ken Bowersox       Don Pettit,Expedition 6,4/8/2003,6:26,"ISS based EVA.  Reconfigured SO, S1 and P1 cables for future trusses.  Inspected P1 NTA.  Released S1 CETA light stanchion w/Russian hammer and installed one light.  Installed Lab HX spool positioning devices (SPDÂs).  Rerouted cables for redundant power to CMG #2.  Reinstalled S1 radiator beam valve module (RBVM) thermal cover.   Replaced MT RPCM 3A.  Retrieved NH3 tank cap.  Removed tools from Node bag.  Stowed APFR ingress aid on CETA 2 WIF 4.",False,Ken Bowersox,Don Pettit,NaN,23160,2003,4,8,Incr,249.2,253.5,51.64,92.65,2536.0,0.0,161.0,1.0,14.0,38.0,13914878.0
146,138.0,USA,Soichi Noguchi       Steve Robinson,STS-114,7/30/2005,6:50,Shuttle based EVA.  Demonstrated repairs of Shuttle thermal protection (tile emittance wash and NOAX on RCC cracks).  Installed External Stowage Platform Attachment Device (ESPAD) outside ISS airlock.  Replaced GPS antenna and retrieved 2 MISSE experiments.  Photographed damaged thermal blanket under Orbiter window,False,Soichi Noguchi,Steve Robinson,NaN,24600,2005,7,30,STS,217.47991649999997,220.58677244999998,51.6,91.59,219.0,0.0,13.0,21.0,32.0,48.0,1200768.0
147,139.0,USA,Soichi Noguchi       Steve Robinson,STS-114,8/1/2005,7:14,"Shuttle based EVA.  Replaced ISS CMG#1.  Stowed old CMG in PLB .  Retrieved/relocated tools for next EVA (handle for ISS thermal radiator rotary joint motor controller, forceps for tile gap filler removal, a foot restraint from ISS robotic arm)",False,Soichi Noguchi,Steve Robinson,NaN,26040,2005,8,1,STS,217.47991649999997,220.58677244999998,51.6,91.59,219.0,0.0,13.0,21.0,32.0,48.0,1200768.0
148,140.0,USA,Soichi Noguchi       Steve Robinson,STS-114,8/3/2005,6:01,"Shuttle based EVA.  Attached External Stowage Platform (ESP2) to ISS, removed/returned ESP2's grapple fixture, installed ISS solar cell exposure experiment MISSE 5, opened/closed sample lid to enable robotic survey of thermal protection samples and removed two Shuttle tile gap fillers.  Inspected/photographed solar beta gimbal assembly restraint bolts and floating potential probe.  ",False,Soichi Noguchi,Steve Robinson,NaN,21660,2005,8,3,STS,217.47991649999997,220.58677244999998,51.6,91.59,219.0,0.0,13.0,21.0,32.0,48.0,1200768.0
149,141.0,USA,Bill McArthur        Valeri Tokarev,Expedition 12,11/7/2005,5:22,"ISS based EVA.  Egress delayed by 1 hr due to overlooked valve.  Installed P1 TV camera, removed S1 thermal rotary joint motor controller, jettisoned P6 floating potential probe and replaced RPCM of mobile transporter.  Relocated safety tethers and foot restraint as prep for future work.  Camera lens bumper lost overboard.  One of two helmets TVs inoperable. ",False,Bill McArthur,Valeri Tokarev,NaN,19320,2005,11,7,Incr,249.2,253.5,51.64,92.65,2987.0,0.0,189.0,19.0,53.0,0.0,16401180.0
